,ID,Description,GeneRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:1905954,GO:1905954,positive regulation of lipid localization,29/812,7.79E-05,0.000876369,0.000603862,ABCB4/TAC1/GAL/NFKBIA/NTSR1/LIPG/EHD1/SCP2/FABP3/LRP1/IL1B/SSTR4/ATP8A2/TNFRSF11A/CRH/BMP6/UCN/GALR1/VSTM2A/LPL/CIDEA/ANXA2/PLA2G6/PTCH1/PLA2G10/P2RX7/APOE/CD36/ABCA12,29
GO:0060291,GO:0060291,long-term synaptic potentiation,30/812,7.91E-05,0.000887742,0.000611699,SCGN/ITPR3/LGMN/CALB1/GRIN2D/CRHR2/NR2E1/EPHA4/TNR/SLC8A2/TSHZ3/SNAP25/SNCA/CRH/DRD2/ADCY8/SQSTM1/GRIN2C/SHANK1/SHANK2/ADCY1/FAM107A/RGS14/SHISA7/NF1/ARC/GRIN2B/APOE/LILRB2/CX3CR1,30
GO:1901379,GO:1901379,regulation of potassium ion transmembrane transport,31/812,7.96E-05,0.000890735,0.000613762,KCNG1/KCNQ1/KCNH2/KCNAB2/GAL/ACTN2/OPRK1/KCNA1/RGS4/KCNS1/WNK4/KCNC1/ATP1B2/DPP6/MTNR1B/ANK2/ANK3/KCNS2/WNK2/KCNC2/NETO1/DPP10/KCNE1/GALR2/LRRC55/KCNIP4/WWP2/STK39/MIR1-1/ATP1B1/KEL,31
GO:0010038,GO:0010038,response to metal ion,92/812,8.25E-05,0.000919118,0.000633318,CACNA1G/SYT7/DPEP1/ABCC2/GUCA1A/CASP8/SYT1/SNCB/MT3/ITPR3/LGMN/MMP9/MAPK3/SMPD3/TCIRG1/SYT10/KCNA1/RASAL1/APOBEC1/IL1A/SLC30A3/IGFBP2/SDC1/TNNT2/DUSP1/ANXA11/MT2A/FOSB/KCNC1/SYT5/SLC41A1/SYT6/TFAP2A/SLC40A1/ASCL1/SLC6A3/ACTA1/PARP1/CNGA3/SNCA/CRHBP/GLRA1/EGFR/STAR/DRD2/DLG2/ANK3/BMP6/ADCY8/KCNMA1/SLC6A1/SLC30A2/VCAM1/TERT/SHH/ADCY1/FBP1/KCNC2/STIM1/FOS/KCNK3/NEUROD2/BCL2/BSG/BNIP3/FIBIN/NQO1/PENK/HSF1/BACE1/MAPT/S100A16/RYR1/CACNA1H/SLC30A10/RYR2/RYR3/SYT3/BGLAP/PDCD6/AOC1/SYT13/PTGS2/P2RX7/HMOX1/HVCN1/PDX1/SYT8/NCF1/TFF1/CYBB/C1QA,92
GO:0001958,GO:0001958,endochondral ossification,14/812,8.28E-05,0.000919118,0.000633318,GNAS/SMPD3/IMPAD1/DLX5/COL1A1/MEF2D/RUNX2/BMP4/COL2A1/CSGALNACT1/BMP6/MMP16/ALPL/PHOSPHO1,14
GO:0036075,GO:0036075,replacement ossification,14/812,8.28E-05,0.000919118,0.000633318,GNAS/SMPD3/IMPAD1/DLX5/COL1A1/MEF2D/RUNX2/BMP4/COL2A1/CSGALNACT1/BMP6/MMP16/ALPL/PHOSPHO1,14
GO:0045761,GO:0045761,regulation of adenylate cyclase activity,14/812,8.28E-05,0.000919118,0.000633318,NPFFR2/PALM/NPR3/GNAI2/EDNRB/CACNA1C/GALR1/STIM1/DRD5/GALR2/NF1/CCR2/GPR87/P2RY13,14
GO:0042089,GO:0042089,cytokine biosynthetic process,39/812,8.47E-05,0.000934108,0.000643647,MAP2K3/TRIB2/GATA3/IL1A/TNFRSF8/GHSR/IL1B/IGF2BP3/IRF4/IL18/CEBPG/IGF2BP1/PTAFR/AZU1/TLR6/ZFPM1/SIGIRR/IL1RAP/ELANE/CARD11/PTPRC/CEBPE/HMOX1/TLR8/LILRB1/EBI3/CCR2/EREG/FOXJ1/RNF128/NLRP12/CYBB/CX3CR1/CLEC7A/TLR7/SPN/CD3E/LTB/TNF,39
GO:0015872,GO:0015872,dopamine transport,21/812,8.49E-05,0.000934108,0.000643647,SYT7/SYT1/OPRK1/CHRNA4/SLC6A2/SYT10/CNR1/SYT5/SYT6/SLC6A3/SNCA/SLC22A3/DRD2/SLC18A2/GDNF/MAPK15/NPY2R/SYT3/SYT13/SYT8/RAB3B,21
GO:0046580,GO:0046580,negative regulation of Ras protein signal transduction,21/812,8.49E-05,0.000934108,0.000643647,RASIP1/MET/RAPGEF1/KCTD10/RASAL1/TRIM67/MAPKAP1/ADRA1A/STAMBP/SPRY2/ABL2/RASA1/ITGB1/FLCN/SPRY1/FBP1/RASA3/SPRY4/NF1/ITGA3/RASAL3,21
GO:0048168,GO:0048168,regulation of neuronal synaptic plasticity,21/812,8.49E-05,0.000934108,0.000643647,RASGRF1/CAMK2A/SLC8A2/EGR2/UNC13A/SNCA/STAR/DRD2/JPH3/GRIK2/NETO1/GRM5/SYNPO/HRAS/GRIN1/SHISA7/SHISA6/NF1/ARC/SHISA9/APOE,21
GO:0072132,GO:0072132,mesenchyme morphogenesis,21/812,8.49E-05,0.000934108,0.000643647,ISL1/FGFR1/FOXF1/FGF8/TBX2/TWIST1/SNAI1/SOX9/GATA5/ACTA1/OSR1/NOTCH1/WNT3A/ACTC1/MSX1/HEYL/TBX20/SMAD3/ROBO1/FOXC2/MSX2,21
GO:0050673,GO:0050673,epithelial cell proliferation,107/812,8.60E-05,0.000945458,0.000651468,WNT16/CFLAR/CCL26/PAX6/ISL1/RUNX3/FLT4/PTPRN/FGFR2/FGF10/TP63/PAX2/SIRT6/FGFR1/FAP/PGR/LAMB1/ESR1/TGM1/FERMT1/FGF9/FLT1/SFRP1/DLX5/HOXA5/GATA3/THBS4/FGF1/ITGA4/F3/NRP2/GHSR/TWIST1/EFNB2/BMP4/SOX9/SLURP1/BCL11B/KDR/ALDH1A2/DYSF/EDNRB/NKX2-8/CDH13/RPTOR/IGFBP4/EPHA2/OSR1/SFRP2/EGFR/IGFBP3/NOTCH1/TCF7L2/VEGFC/BMP6/PRKCA/WNT3A/XDH/SGPP2/NKX6-1/BMPER/SHH/OSR2/HTRA1/SMAD3/ROBO1/SDR16C5/PTPRM/CD34/LEP/HRAS/SFN/SOX11/ERN1/EGR3/TBX1/SP1/PTCH1/NF1/MIR135B/MIR129-2/BMPR2/SERPINB5/MIR10B/PDCD6/ITGB3/UHRF1/CEACAM1/HMOX1/SIX4/ESRP2/CCL2/AREG/IRF6/EREG/OVOL2/ID1/KLK8/APOE/EHF/FGFBP1/MARVELD3/IHH/SCG2/IQGAP3/TNF/MMP12,107
GO:0031652,GO:0031652,positive regulation of heat generation,8/812,8.63E-05,0.000945544,0.000651528,PTGER3/CNR1/IL1B/SLC27A1/TNFRSF11A/PTGS2/NMU/TNF,8
GO:0060174,GO:0060174,limb bud formation,8/812,8.63E-05,0.000945544,0.000651528,FGFR2/FGF10/SEMA3C/PLXNA2/SOX9/COL2A1/SHH/SOX11,8
GO:0007163,GO:0007163,establishment or maintenance of cell polarity,59/812,8.66E-05,0.000946605,0.000652258,CYP26B1/PAX6/ANK1/FGF10/NDE1/FSCN1/MAP2/HSP90AA1/FAT1/SLC9A1/FERMT1/LAMA1/FOXF1/FSCN3/LHX2/DOCK8/GATA3/LIN7A/UST/WWC1/ACTR3/ARHGEF2/MAPKAP1/TCF15/CCR7/MAP1B/LLGL1/DOCK2/MAP7/NEK3/SPRY2/RHOF/CRB2/PAK1/FEZ1/MPP7/DLG2/FRMD4A/DST/EPHB1/KIF26B/SPRY1/SHH/AMOTL1/MOS/BRSK2/FSCN2/PARVB/MYO18A/HTT/MISP/NCKAP1L/FOXJ1/PARVG/CD3G/SAPCD2/WNT7B/SPN/CCL4,59
GO:0048486,GO:0048486,parasympathetic nervous system development,11/812,8.69E-05,0.000946976,0.000652514,PHOX2B/NRP2/HOXB1/EGR2/TFAP2A/PHOX2A/NAV2/GDNF/HES3/TBX1/PLXNA4,11
GO:0072087,GO:0072087,renal vesicle development,11/812,8.69E-05,0.000946976,0.000652514,SOX8/PAX2/SALL1/BMP4/SOX9/PAX8/OSR1/KIF26B/GDNF/LHX1/LIF,11
GO:1902742,GO:1902742,apoptotic process involved in development,17/812,8.75E-05,0.000951151,0.000655391,TNFRSF1A/FGF4/PAX2/PAX8/PPP2R1B/SIX3/SLIT2/MEGF10/NOTCH1/HAND2/FOXC2/NKX2-5/SLIT3/XKR4/XKR7/SPI1/XKR9,17
GO:0097186,GO:0097186,amelogenesis,13/812,8.85E-05,0.00096108,0.000662232,ITGA6/TCIRG1/ITGB4/SLC24A4/FOXO1/STIM1/KLK4/FAM20C/TBX1/PERP/CSF3R/MSX2/AMTN,13
GO:0001759,GO:0001759,organ induction,12/812,9.06E-05,0.000982088,0.000676708,FGF10/FGFR1/FGF8/FGF1/BMP4/GATA5/WNT3A/SPRY1/GDNF/ROBO1/HOXA11/HOXC11,12
GO:0048738,GO:0048738,cardiac muscle tissue development,64/812,9.26E-05,0.000999954,0.000689019,ISL1/MYOM2/PKP2/COL11A1/FGFR2/SIRT6/ACTN2/FGFR1/TP73/KCNK2/NOX4/TBX5/SLC9A1/SMAD7/FGF9/NDRG4/PPP1R13L/FGF8/SOX6/BVES/HAND1/RGS4/TNNT2/ADRA1A/TBX2/EFNB2/BMP4/ALDH1A2/GATA5/KDM6B/MYH11/MYBPC3/PDGFRA/TBX3/SIK1/NOTCH1/PAK1/ITGB1/POU4F1/WNT3A/SORBS2/NRG1/ACTC1/TBX20/GREM1/ZFPM2/FOXC2/ZFPM1/NKX2-6/SLC8A1/NKX2-5/WT1/SGCZ/RXRA/FGF3/MYH6/RYR2/DLL1/MIR1-1/MIR200B/ERBB3/NEBL/MYOM3/FOXH1,64
GO:0050795,GO:0050795,regulation of behavior,26/812,9.26E-05,0.000999954,0.000689019,HDAC4/OPRK1/HOXA1/LEPR/CNR1/GHSR/MTNR1B/HCRTR2/STRA6/ZFHX3/CRH/DRD2/NAPEPLD/UCN/TACR3/NPAS2/TRH/RXFP4/HTR1A/NRXN1/PENK/NPY2R/CCK/NMU/APOE/HTR1D,26
GO:0003281,GO:0003281,ventricular septum development,27/812,9.60E-05,0.001034728,0.00071298,PRDM1/FGFR2/TBX5/TRIP11/SMAD7/SALL1/GATA3/SUFU/BMP4/PAX8/FGFRL1/TBX3/SMAD6/STRA6/LMO4/SLIT2/NOTCH1/HEYL/ROBO1/ZFPM2/SOX11/DAND5/ZFPM1/NKX2-5/SLIT3/MIR1-1/BMPR2,27
GO:0051899,GO:0051899,membrane depolarization,31/812,0.000100757,0.001084358,0.000747177,CACNA1G/KCNH2/HCN2/CACNA1I/NTSR1/CHRNA4/SMAD7/FGF12/IFI6/KDR/TRPM4/CACNA1A/PARP1/ANK2/CACNA1B/CACNA1C/ANK3/GPD1L/CACNB2/BCL2/SLC8A1/CCK/CACNA1H/SCN8A/SRC/CACNA1E/MIR1-1/SCN4A/PTPN3/P2RX7/SCN11A,31
GO:0051954,GO:0051954,positive regulation of amine transport,16/812,0.000102454,0.001100722,0.000758453,OPRK1/NTSR1/DRD2/SLC6A1/KCNB1/CARTPT/AVPR1A/GDNF/TRH/NPY2R/CCK/P2RX7/STX1A/KMO/ACE2/RAB3B,16
GO:0001838,GO:0001838,embryonic epithelial tube formation,39/812,0.000103018,0.001102983,0.000760011,SOX8/CELSR1/PAX2/KDM2B/TSC2/SFRP1/STK3/COBL/LHX2/DVL1/GATA3/SUFU/HAND1/WNT6/TWIST1/BMP4/SOX9/PAX8/SHROOM3/LMO4/OSR1/GDF7/SFRP2/ST14/SKI/GRHL3/RET/GDNF/ZEB2/IRX1/IRX2/SOX11/IRX3/ALX1/PTCH1/TRIM71/GRHL2/SIX4/OVOL2,39
GO:0042107,GO:0042107,cytokine metabolic process,39/812,0.000103018,0.001102983,0.000760011,MAP2K3/TRIB2/GATA3/IL1A/TNFRSF8/GHSR/IL1B/IGF2BP3/IRF4/IL18/CEBPG/IGF2BP1/PTAFR/AZU1/TLR6/ZFPM1/SIGIRR/IL1RAP/ELANE/CARD11/PTPRC/CEBPE/HMOX1/TLR8/LILRB1/EBI3/CCR2/EREG/FOXJ1/RNF128/NLRP12/CYBB/CX3CR1/CLEC7A/TLR7/SPN/CD3E/LTB/TNF,39
GO:0001837,GO:0001837,epithelial to mesenchymal transition,43/812,0.000103878,0.001110286,0.000765043,WNT16/ISL1/WWTR1/EPHA3/FGFR2/TBX5/SMAD7/SFRP1/FGF8/COL1A1/GCNT2/MAD2L2/TWIST1/SNAI1/BMP4/SOX9/IL1B/NKX2-1/FOXF2/SFRP2/CRB2/NOTCH1/TCF7L2/HMGA2/TIAM1/PDPN/MSX1/EOMES/HEYL/SPRY1/NOLC1/GREM1/SMAD3/AXIN2/ALX1/POFUT2/PDCD6/FAM83D/MSX2/FOXA2/OVOL2/FOXA1/EFNA1,43
GO:0032970,GO:0032970,regulation of actin filament-based process,97/812,0.000104357,0.001113503,0.00076726,TAC1/CCL26/CAPG/EPHA3/PKP2/LIMCH1/CTNNA2/SPTB/ARHGEF10L/CELSR1/ADD2/FSCN1/ACTN2/CAPZB/NOX4/ASAP3/PXN/SLC9A1/HCK/CORO1A/COTL1/SFRP1/ARHGEF10/MET/FZD10/PDE4D/ACTR3/SPTBN1/RGS4/CIT/LRP1/CCR7/BAIAP2L2/ARPC1B/TRPM4/KANK4/MYBPC3/PDGFRA/VILL/RAC1/SPTBN5/RHOF/FRMD6/NTRK3/ARHGEF19/ABL2/TMEFF2/SLIT2/EPHA5/ANK2/IQGAP2/RASA1/PAK1/CACNA1C/EPS8/FMN2/GRHL3/F11R/SPTBN4/SHANK1/PDPN/ATP1A1/SMAD3/CDC42EP5/FAM107A/PRKCE/SYNPO/SYNPO2/SH3PXD2B/HRAS/BAIAP2/GRB2/MYADM/FES/CSF1R/EFNA5/PDE4B/NTF3/PFN3/S100A10/MYO1C/RYR2/MIR1-1/TRIM27/CYFIP1/BAIAP2L1/SCIN/WAS/ARHGAP28/PLEK/NCKAP1L/ID1/GPR65/F2RL1/HCLS1/SPIRE2/SMIM22,97
GO:0010770,GO:0010770,positive regulation of cell morphogenesis involved in differentiation,46/812,0.000105674,0.001125628,0.000775615,PLXND1/PLXNA2/DNM1L/ARHGEF7/CAPRIN2/CUX2/PLXNA1/EPHA4/LRP1/MACF1/MAP1B/NGF/PLXNC1/RAC1/SKIL/ITPKA/NTRK3/SLIT2/DOCK5/PAK1/POU4F2/WNT3A/CHODL/TIAM1/ISLR2/SHOX2/ZEB2/ROBO1/DSCAM/FBXW8/BAIAP2/BDNF/SLITRK1/CDH4/MYADM/EFNA5/CIB1/MAPT/SEMA4D/S100A10/BMPR2/PLXNA4/CUX1/CYFIP1/NEFL/CRABP2,46
GO:0050432,GO:0050432,catecholamine secretion,24/812,0.000110663,0.001176758,0.000810846,SYT7/SYT1/OPRK1/CHGA/HRH3/CHRNA4/SYT10/CNR1/GHSR/SYT5/SYT6/SNCA/CRH/DRD2/KCNB1/UCN/CARTPT/GDNF/NPY2R/SYT3/SYT13/STX1A/SYT8/P2RY12,24
GO:0070302,GO:0070302,regulation of stress-activated protein kinase signaling cascade,65/812,0.000112545,0.001194738,0.000823235,WNT16/SPAG9/FLT4/MAP4K4/PHLPP1/OPRK1/GSTP1/MECOM/MAPK3/AXIN1/SFRP1/STK3/RAPGEF1/FZD10/EPHA4/DUSP1/MAPK8IP1/UNC5CL/KLHL31/IL1B/CCR7/MAP2K2/TRAF2/PTPN22/TAOK3/IL1RN/MAPK8IP3/IGF1R/TNFRSF11A/MAP3K6/SFRP2/EGFR/MFHAS1/PAK1/FOXO1/TNIK/SH3RF1/EPHB1/TIAM1/SH3RF2/GDF6/XDH/FGF19/HAND2/GRIK2/ULK4/ZEB2/SH3RF3/TLR6/LEP/HRAS/ERN1/MAP3K5/LYN/FCGR2B/MAP4K1/ERN2/MARVELD3/FGD2/NCF1/F2RL1/PBK/RASGRP1/WNT7B/TNF,65
GO:0051968,GO:0051968,"positive regulation of synaptic transmission, glutamatergic",15/812,0.000118371,0.001252328,0.000862917,CACNG7/TNR/TSHZ3/ADCYAP1/CACNG8/EGFR/SHANK1/SHANK2/NRXN1/NTRK1/CACNG3/PTGS2/CCL2/KMO/CCR2,15
GO:0043406,GO:0043406,positive regulation of MAP kinase activity,69/812,0.000122925,0.0012983,0.000894594,SPAG9/MAP2K3/FGF10/FGFR1/TP73/NOX4/MAPKAPK5/FLT1/MAPK3/CSK/RAPGEF1/FZD10/FGF1/EPHA4/FLT3/GRM4/BMP4/IL1B/MAP2K2/TRAF2/TRAF7/NGF/TAOK3/PLCE1/PDE5A/EGF/MAPK8IP3/PDE6H/NTRK3/PIK3R5/TNFRSF11A/MAP3K6/PDGFC/EGFR/PAK1/ADAM8/GRM1/TNIK/TIAM1/NRG1/MST1R/CARTPT/RET/ZEB2/ROBO1/ALK/MOS/TLR6/HRAS/ERN1/NTF3/SRC/MAP3K5/ELANE/NTRK1/STK39/PTPRC/P2RX7/MAP4K1/GDF15/ERN2/FGD2/ADORA2B/FPR1/RASGRP1/IQGAP3/PDE6G/WNT7B/TNF,69
GO:0048469,GO:0048469,cell maturation,32/812,0.000127335,0.001334251,0.000919366,SOX8/POU2F2/CBFB/GAL/EPHA8/TRIP13/FGFR1/PGR/MAEA/NRCAM/VSX1/HOXA5/LHX6/GATA3/CCR6/CDKN1A/RUNX2/BFSP1/EPO/C1QL1/EDNRB/SIX3/ASCL1/SRRM4/ABHD2/TBX6/B4GALT5/HOXB13/SPTBN4/TAL1/TRIM58/NPPC/NFASC/NKX6-1/RET/BCL2/PDE3A/CNTNAP2/IRX5/FAM20C/ZBTB7A/BHLHA15/AGRN/SOX18/BTK/BCL11A/EREG/FOXA1/IHH/CLEC7A/C1QA,51
GO:0097756,GO:0097756,negative regulation of blood vessel diameter,29/812,0.000127444,0.001334251,0.000919366,CD38/TBXA2R/CHGA/COMP/P2RX1/HRH2/ECE1/ADRA1A/DOCK4/KCNA5/TRPM4/EDNRB/EGFR/DOCK5/HTR7/ACE/AVPR1A/PTAFR/DRD5/ADRA1B/LEP/HTR1A/SLC8A1/HRH1/BMPR2/PTGS2/ACE2/HTR1D/KEL,29
GO:0048644,GO:0048644,muscle organ morphogenesis,30/812,0.000127536,0.001334251,0.000919366,PAX7/ISL1/MYOM2/PKP2/COL11A1/FGFR2/SIRT6/SMAD7/MYF6/HAND1/TNNT2/TCF15/MYBPC3/NOTCH1/POU4F1/NRG1/ACTC1/TBX20/SHOX2/ZFPM2/FOXC2/ZFPM1/NKX2-5/TBX1/RXRA/MYH6/RYR2/LIF/MYOM3/FOXH1,30
GO:0106027,GO:0106027,neuron projection organization,30/812,0.000127536,0.001334251,0.000919366,NGEF/MTMR2/DNM1L/LGMN/DVL1/CAPRIN2/CUX2/EPHA4/DOCK10/ITPKA/ADAM10/IGF1R/EPHB1/TIAM1/SHANK1/SHANK2/CTNND2/BAIAP2/SIPA1L1/DNM3/ARC/GRIN2B/SRCIN1/ITGA3/FCGR2B/APOE/EFNA1/ZNF804A/ABCD2/EPHB3,30
GO:0050919,GO:0050919,negative chemotaxis,19/812,0.000127825,0.001334251,0.000919366,SEMA3C/NRP2/LRTM1/SLIT2/NRG1/RYK/ROBO1/UNC5C/SLIT3/EFNA5/SEMA4B/FLRT2/NRG3/SLIT1/SEMA4D/SEMA4A/PLXNA4/ITGB3/SEMA4G,19
GO:0051339,GO:0051339,regulation of lyase activity,19/812,0.000127825,0.001334251,0.000919366,NOS2/GUCA1A/NPFFR2/NOS1/PALM/NPR3/GNAI2/EDNRB/CACNA1C/GALR1/STIM1/DRD5/GALR2/NF1/CCR2/GPR87/ADORA2B/PDZD3/P2RY13,19
GO:0060443,GO:0060443,mammary gland morphogenesis,19/812,0.000127825,0.001334251,0.000919366,FGFR2/FGF10/GLI2/PGR/ESR1/GLI3/TBX2/BMP4/TBX3/EPHA2/LRP5/CSF1R/NRG3/PTCH1/BSX/SRC/AREG/MSX2/ELF3,19
GO:0021781,GO:0021781,glial cell fate commitment,9/812,0.000129318,0.001343102,0.000925465,SOX8/PAX6/SOX6/SOX9/NKX2-2/ASCL1/NRG1/TAL1/OLIG2,9
GO:0043374,GO:0043374,"CD8-positive, alpha-beta T cell differentiation",9/812,0.000129318,0.001343102,0.000925465,RUNX3/CBFB/PAX1/RUNX1/EOMES/BCL2/TNFSF8/NCKAP1L/GPR18,9
GO:0072498,GO:0072498,embryonic skeletal joint development,9/812,0.000129318,0.001343102,0.000925465,BMP4/COL2A1/OSR1/OSR2/SHOX2/EXT1/HOXA11/HOXC11/IHH,9
GO:0038179,GO:0038179,neurotrophin signaling pathway,17/812,0.000129932,0.001347234,0.000928312,BCAR1/CYFIP2/CORO1A/RAPGEF1/NGF/SPRY2/NTRK3/TMEM108/SPRY1/BDNF/GRB2/NTF3/MAGI2/SRC/NTRK1/CYFIP1/NTF4,17
GO:0043254,GO:0043254,regulation of protein-containing complex assembly,105/812,0.000134579,0.0013908,0.000958331,CCL26/CAPG/CTNNA2/SPTB/ADD2/FSCN1/CAPZB/MAP2/SAR1A/HSP90AA1/DNM1L/ESR1/STX1B/BIK/HCK/RIOK3/CORO1A/COTL1/BMF/STMN2/CLIP3/NAPA/RASIP1/MET/SENP6/EIF4G1/ACTR3/SPTBN1/OPRD1/ARHGEF2/PMEPA1/EML2/CCR7/BAIAP2L2/ARPC1B/MAP1B/CHD1L/KANK4/ERCC5/HRK/VILL/RAC1/SORL1/SMAD6/SPTBN5/TBCD/PEX14/LMO4/PARP1/ANKRD53/SLIT2/SNCA/IQGAP2/RASA1/TTBK1/PAK1/MPP7/EPS8/FMN2/SPTBN4/TAL1/TBX20/PRRT2/CDC42EP5/TMC8/PRKCE/INSM1/TLR6/BAIAP2/ULK1/GRB2/CTNNBIP1/MYADM/MAPK15/FES/MAPT/CCK/EIF4EBP1/PFN3/SRC/MYO1C/TRAF3IP1/TRIM27/ARL2/CYFIP1/BAIAP2L1/SCIN/WAS/CDH17/ARHGAP28/MEFV/TUBB4A/STX1A/PLEK/NCKAP1L/APOE/CD36/LCP1/MMP3/P2RY12/CLEC7A/HCLS1/MMP1/SPIRE2/TNF,105
GO:0055002,GO:0055002,striated muscle cell development,50/812,0.000135758,0.001400664,0.000965128,CFLAR/CACNA2D2/MYOM2/HDAC4/ACTN2/NFATC2/COMP/MYF6/BVES/SDC1/RGS4/TNNT2/ADRA1A/LDB3/BMP4/MYOD1/TNNT3/MYH11/MYBPC3/PDGFRA/TBX3/DYSF/CAPN9/MYOF/ACTA1/PAK1/ITGB1/UCHL1/OBSCN/SORBS2/SKI/ACTC1/SHOX2/BCL2/NKX2-6/SLC8A1/NKX2-5/SMYD3/P2RX2/DNER/RYR1/MYH6/MIR1-1/XK/NEBL/SIX4/MYOM3/KRT8/KRT19/KEL,50
GO:0002237,GO:0002237,response to molecule of bacterial origin,87/812,0.00013644,0.001405378,0.000968376,TAC1/TBXA2R/NOS2/MGST1/FMO1/SLC11A1/ABCC2/TNIP3/CASP8/SBNO2/FGFR2/FGF10/OPRK1/GSTP1/NOS1/NFKBIA/HCK/MAPK3/HDAC5/OPRM1/PDE4D/PLSCR4/FOXP1/CNR1/GHSR/PTGFR/IL1B/CCR7/EPO/PTPN22/HAVCR2/EDNRB/IL1RN/CASP1/SMAD6/TNFRSF11A/SNCA/STAR/LCN2/NOTCH1/IL18/BMP6/PRKCA/ABR/ALPL/VCAM1/CAPN2/HPGD/GJB2/TNIP2/PTAFR/FOS/PRKCE/TLR6/SSC5D/PENK/PDE4B/HSF1/SIGIRR/ATP4B/LITAF/SRC/ELANE/LYN/FCGR2B/PTGS2/P2RX7/CEBPE/LILRB1/CCL2/PF4V1/IL10RA/LY86/KMO/SLPI/PCK1/CXCL6/CD68/LILRB2/CD180/CD36/CCR5/CX3CR1/S100A14/TNF/LILRA2/UGT1A1,87
GO:0046683,GO:0046683,response to organophosphorus,41/812,0.000137218,0.001411064,0.000972294,KCNQ1/PTPRN/SREBF1/NOX4/HCN2/AQP8/RAPGEF1/P2RX1/ALDH3A1/COL1A1/PANX1/SDC1/DUSP1/ITPR2/IL1B/FOSB/VGF/CDO1/TRPM4/DUOX2/SLC6A3/CNGA3/CRHBP/STAR/HCN1/PTAFR/FOS/BSG/PDE3A/KCNE1/PENK/SLC8A1/WT1/P2RX2/RYR3/PTGS2/P2RX7/AREG/PCK1/P2RY12/FOSL1,41
GO:0003170,GO:0003170,heart valve development,23/812,0.000138778,0.001424752,0.000981726,PRDM1/TNFRSF1A/TBX5/GATA3/TWIST1/SNAI1/BMP4/SOX9/FGFRL1/GATA5/NFATC1/SMAD6/STRA6/SLIT2/NOTCH1/HEYL/TBX20/SHOX2/ROBO1/ZFPM1/SLIT3/BMPR2/EFNA1,23
GO:0030203,GO:0030203,glycosaminoglycan metabolic process,47/812,0.000139295,0.001427716,0.000983768,PGLYRP1/EXTL3/CD44/GPC1/SLC9A1/SMPD3/XYLT1/IMPAD1/HAS1/B3GAT1/GCNT2/UST/SDC1/HS3ST2/ITIH5/HS3ST3B1/IL1B/IDUA/NCAN/BCAN/CHST12/EGF/KERA/CSGALNACT1/ANGPT1/ACAN/B4GALT5/PGLYRP2/HS3ST6/EGFLAM/SDC2/CHST11/HPSE2/CHST2/GPC5/CHST15/EXT1/GPC6/HYAL3/AGRN/CEMIP/STAB2/GALNT5/PGLYRP4/NDNF/B3GNT3/HS3ST5,47
GO:0032609,GO:0032609,interferon-gamma production,36/812,0.000139957,0.001432148,0.000986822,PGLYRP1/ISL1/SLC11A1/GATA3/TCIRG1/IL23A/PDE4D/IL1B/CCR7/PTPN22/VTCN1/HAVCR2/IL18/CEBPG/EOMES/IL20RB/HRAS/ZFPM1/PDE4B/TRIM27/TLR8/LILRB1/EBI3/IL18RAP/CCR2/SASH3/CD244/CD226/PGLYRP4/F2RL1/CLEC7A/RASGRP1/TLR7/SPN/CD3E/TNF,36
GO:1903039,GO:1903039,positive regulation of leukocyte cell-cell adhesion,60/812,0.000141862,0.001449267,0.000998618,RUNX3/CD44/CBFB/GLI2/CORO1A/CSK/GLI3/DOCK8/GATA3/ZMIZ1/ZBTB16/CD5/IL23A/ITGA4/IGFBP2/IL1RL2/EFNB2/IL1B/CCR7/EPO/VTCN1/HAVCR2/RAC1/PAK1/IL18/ADAM8/THY1/CD1D/RUNX1/ITGB2/VCAM1/SHH/CCDC88B/PTAFR/LEP/GRB2/EGR3/PDCD1/SRC/ELANE/CARD11/LYN/PTPRC/LILRB1/RASAL3/EBI3/CCL2/ZAP70/CCR2/SASH3/NCKAP1L/LILRB2/IHH/RASGRP1/CLECL1/BTLA/LILRB4/CD3E/AIF1/TNF,60
GO:0071229,GO:0071229,cellular response to acid chemical,58/812,0.000142564,0.001454059,0.00100192,CYP26B1/ABCB4/EPHA3/LTK/FGFR2/SREBF1/PAX2/MMP2/TESC/PTK6/ADNP2/SFRP1/HOXA2/CPEB3/COL1A1/FZD10/WNT6/PTGFR/SOX9/KDR/ALDH1A2/SH3BP4/LDLR/SESN2/PDGFRA/NTRK3/RPTOR/ABL2/OSR1/PDGFC/GLRA1/EGFR/WNT3A/CAPN2/RET/AVPR1A/PTGDR/IRS1/PTAFR/PRKCE/LEP/LPL/BAIAP2/TBX1/HSF1/COL4A1/GJB3/SRC/SIPA1/CPEB1/LYN/BCL11A/PCK1/CYBB/WNT7B/AKR1C4/BRINP2/TNF,58
